i_item_sk,class_key,brand_key,container_key,size_key
15196,Music:classical,Lonewave,Digipak,deluxe
15197,Books:home repair,Fernglade,Paperback,standard
15200,Electronics:audio,Voltaic,Box,pro
15202,Music:country,Lonewave,Jewel Case,single
15203,Books:arts,Bellwood,Hardcover,pocket
15206,Music:country,Cinderpath,Digipak,deluxe
15208,Sports:outdoor,Summitline,Bag,medium
15209,Children:school-uniforms,Bramblewick,Gift Box,infant
15212,Music:rock,Cinderpath,Digipak,standard
15214,Women:maternity,Willowmere,Garment,M
15215,Women:swimwear,Willowmere,Garment,M
15218,Women:swimwear,Ashgrove,Poly Bag,XS
15220,Home:bedding,Marrowgate,Set,large
15221,Shoes:kids,Stridewell,Shoe Box,small
15224,Jewelry:womens watch,Auravelle,Pouch,statement
15226,Music:country,Lonewave,Jewel Case,standard
15227,Men:accessories,Rowantree,Garment,S
15230,Women:dresses,Willowmere,Poly Bag,S
15232,Home:curtains/drapes,Thistlecroft,Roll,small
15233,Books:sports,Bellwood,Hardcover,pocket
15236,Books:business,Bellwood,Hardcover,large-print
15238,Electronics:karoke,Voltaic,Blister,pro
15239,Children:infants,Bramblewick,Poly Bag,newborn
15242,Books:parenting,Bellwood,Hardcover,large-print
15244,Home:mattresses,Marrowgate,Box,small
15245,Children:school-uniforms,Bramblewick,Gift Box,infant
15248,Shoes:womens,Stridewell,Shoe Box,medium
15250,Electronics:stereo,Kentaur,Blister,standard
15251,Music:pop,Lonewave,Digipak,deluxe
15256,Shoes:womens,Stridewell,Dust Bag,small
15257,Jewelry:loose stones,Auravelle,Pouch,petite
15260,Electronics:portable,Voltaic,Blister,standard
15262,Books:sports,Bellwood,Hardcover,standard
15263,Music:classical,Cinderpath,Jewel Case,single
15266,Shoes:athletic,Farrow,Dust Bag,medium
15268,Women:fragrances,Ashgrove,Garment,S
15269,Shoes:kids,Farrow,Dust Bag,large
15299,Music:rock,Lonewave,Jewel Case,standard
15272,Men:shirts,Ironclad,Garment,L
15274,Sports:fishing,Redridge,Bag,small
15275,Home:wallpaper,Thistlecroft,Set,large
15278,Music:classical,Lonewave,Digipak,deluxe
15280,Home:lighting,Marrowgate,Set,large
15281,Jewelry:birdal,Auravelle,Pouch,petite
15284,Men:sports-apparel,Ironclad,Garment,S
15286,Books:romance,Bellwood,Paperback,pocket
15287,Women:fragrances,Willowmere,Poly Bag,S
15290,Books:history,Bellwood,Paperback,large-print
15292,Women:dresses,Ashgrove,Garment,M
15293,Sports:fishing,Summitline,Case,large
15296,Home:bedding,Thistlecroft,Roll,large
15298,Home:curtains/drapes,Marrowgate,Set,small
15302,Electronics:dvd/vcr players,Kentaur,Blister,standard
15304,Music:classical,Lonewave,Jewel Case,deluxe
15305,Jewelry:gold,Auravelle,Jewel Box,standard
15308,Shoes:mens,Stridewell,Dust Bag,medium
15310,Shoes:womens,Stridewell,Dust Bag,small
15311,Shoes:womens,Stridewell,Dust Bag,medium
15314,Books:fiction,Bellwood,Paperback,large-print
15316,Men:accessories,Ironclad,Poly Bag,S
15317,Jewelry:loose stones,Sablewynn,Jewel Box,petite
15320,Electronics:memory,Kentaur,Blister,pro
15322,Electronics:cameras,Voltaic,Case,compact
15323,Music:country,Cinderpath,Jewel Case,deluxe
15326,Shoes:mens,Stridewell,Shoe Box,medium
15328,Home:bathroom,Thistlecroft,Set,medium
15329,Shoes:athletic,Farrow,Dust Bag,small
15443,Men:pants,Rowantree,Poly Bag,L
15332,Music:country,Lonewave,Jewel Case,standard
15334,Books:entertainments,Fernglade,Paperback,standard
15335,Men:sports-apparel,Ironclad,Garment,M
15338,Men:pants,Rowantree,Garment,S
15340,Jewelry:consignment,Sablewynn,Jewel Box,standard
15341,Men:sports-apparel,Rowantree,Poly Bag,XL
15344,Home:blinds/shades,Thistlecroft,Box,large
15346,Children:toddlers,Bramblewick,Poly Bag,toddler
15347,Jewelry:loose stones,Sablewynn,Jewel Box,standard
15350,Women:dresses,Willowmere,Poly Bag,S
15352,Home:tables,Marrowgate,Box,small
15353,Books:history,Bellwood,Paperback,large-print
15356,Women:swimwear,Willowmere,Garment,M
15358,Sports:optics,Summitline,Box,medium
15359,Music:country,Lonewave,Jewel Case,single
15362,Music:country,Lonewave,Jewel Case,single
15364,Shoes:mens,Farrow,Shoe Box,large
15365,Books:science,Bellwood,Paperback,large-print
15368,Electronics:disk drives,Voltaic,Box,standard
15370,Jewelry:loose stones,Sablewynn,Pouch,statement
15371,Shoes:kids,Stridewell,Shoe Box,small
15374,Men:sports-apparel,Ironclad,Poly Bag,L
15376,Sports:basketball,Summitline,Case,small
15377,Sports:camping,Summitline,Case,medium
15380,Shoes:womens,Stridewell,Dust Bag,medium
15382,Shoes:womens,Stridewell,Shoe Box,large
15383,Shoes:mens,Stridewell,Dust Bag,medium
15386,Shoes:womens,Stridewell,Dust Bag,small
15388,Electronics:memory,Voltaic,Case,pro
15389,Children:toddlers,Pippet,Poly Bag,newborn
15392,Shoes:mens,Stridewell,Shoe Box,small
15394,Home:lighting,Marrowgate,Box,small
15395,Women:maternity,Ashgrove,Garment,L
15398,Sports:fitness,Redridge,Bag,small
15400,Women:swimwear,Willowmere,Garment,L
15401,Shoes:athletic,Stridewell,Shoe Box,small
15404,Electronics:disk drives,Voltaic,Box,compact
15406,Home:accent,Marrowgate,Set,medium
15407,Children:infants,Pippet,Poly Bag,toddler
15410,Home:paint,Marrowgate,Set,medium
15412,Sports:basketball,Summitline,Case,large
15413,Children:infants,Pippet,Poly Bag,infant
15416,Electronics:cameras,Kentaur,Box,pro
15418,Women:swimwear,Willowmere,Garment,S
15419,Children:toddlers,Pippet,Gift Box,newborn
15422,Children:newborn,Bramblewick,Gift Box,toddler
15424,Shoes:womens,Stridewell,Dust Bag,large
15425,Women:dresses,Willowmere,Poly Bag,L
15518,Women:swimwear,Willowmere,Garment,S
15428,Shoes:mens,Stridewell,Dust Bag,small
15430,Music:country,Cinderpath,Jewel Case,deluxe
15431,Shoes:athletic,Farrow,Dust Bag,small
15434,Shoes:womens,Stridewell,Dust Bag,large
15436,Shoes:kids,Stridewell,Dust Bag,medium
15437,Books:self-help,Fernglade,Hardcover,pocket
15440,Music:pop,Cinderpath,Digipak,single
15442,Shoes:mens,Stridewell,Dust Bag,large
15446,Electronics:dvd/vcr players,Voltaic,Box,standard
15448,Sports:outdoor,Redridge,Bag,medium
15449,Children:infants,Pippet,Poly Bag,newborn
15452,Women:dresses,Ashgrove,Poly Bag,M
15454,Men:shirts,Rowantree,Poly Bag,L
15455,Electronics:televisions,Voltaic,Case,pro
15458,Books:entertainments,Bellwood,Paperback,standard
15460,Jewelry:estate,Sablewynn,Jewel Box,standard
15461,Home:kids,Marrowgate,Roll,large
15464,Electronics:portable,Kentaur,Blister,compact
15466,Electronics:personal,Kentaur,Blister,standard
15467,Shoes:kids,Farrow,Dust Bag,large
15470,Shoes:kids,Stridewell,Shoe Box,small
15472,Shoes:mens,Farrow,Dust Bag,small
15473,Women:dresses,Ashgrove,Garment,XS
15476,Children:newborn,Pippet,Gift Box,newborn
15478,Jewelry:earings,Auravelle,Jewel Box,statement
15479,Shoes:kids,Stridewell,Shoe Box,large
15482,Shoes:athletic,Stridewell,Shoe Box,large
15484,Jewelry:jewelry boxes,Auravelle,Pouch,petite
15485,Music:rock,Cinderpath,Jewel Case,single
15488,Children:newborn,Bramblewick,Gift Box,infant
15490,Sports:fitness,Summitline,Case,small
15491,Sports:pools,Redridge,Case,small
15494,Sports:hockey,Redridge,Bag,large
15496,Children:newborn,Bramblewick,Poly Bag,infant
15497,Electronics:monitors,Voltaic,Blister,pro
15500,Shoes:mens,Stridewell,Shoe Box,large
15502,Electronics:automotive,Voltaic,Case,standard
15503,Men:pants,Rowantree,Garment,M
15506,Music:pop,Cinderpath,Digipak,single
15508,Music:country,Lonewave,Jewel Case,standard
15509,Men:sports-apparel,Ironclad,Poly Bag,S
15512,Shoes:kids,Farrow,Dust Bag,large
15514,Men:accessories,Rowantree,Poly Bag,XL
15515,Sports:optics,Redridge,Bag,large
15520,Home:flatware,Marrowgate,Box,medium
15521,Home:blinds/shades,Marrowgate,Box,medium
15524,Women:maternity,Willowmere,Garment,S
15526,Electronics:wireless,Voltaic,Box,standard
15527,Sports:hockey,Redridge,Case,large
15530,Home:accent,Thistlecroft,Set,medium
15532,Books:travel,Bellwood,Paperback,large-print
15533,Electronics:portable,Voltaic,Case,pro
15536,Sports:football,Redridge,Bag,small
15538,Home:wallpaper,Thistlecroft,Roll,medium
15539,Electronics:dvd/vcr players,Kentaur,Case,compact
15542,Women:fragrances,Willowmere,Poly Bag,L
15544,Music:classical,Lonewave,Jewel Case,deluxe
15548,Music:pop,Lonewave,Jewel Case,deluxe
15550,Sports:archery,Redridge,Bag,medium
15554,Electronics:scanners,Voltaic,Case,pro
15556,Children:infants,Bramblewick,Gift Box,toddler
15557,Electronics:personal,Voltaic,Blister,standard
15560,Jewelry:birdal,Sablewynn,Pouch,petite
15562,Jewelry:semi-precious,Auravelle,Jewel Box,standard
15563,Sports:athletic shoes,Summitline,Case,medium
15566,Music:classical,Lonewave,Jewel Case,deluxe
15568,Books:home repair,Bellwood,Paperback,large-print
15569,Music:classical,Lonewave,Digipak,single
15572,Sports:basketball,Summitline,Case,medium
15574,Women:fragrances,Willowmere,Garment,L
15575,Jewelry:birdal,Sablewynn,Pouch,standard
15578,Jewelry:custom,Auravelle,Pouch,standard
15580,Home:decor,Thistlecroft,Box,large
15581,Electronics:camcorders,Kentaur,Blister,standard
15584,Men:accessories,Ironclad,Garment,S
15586,Shoes:athletic,Farrow,Dust Bag,small
15587,Jewelry:costume,Auravelle,Jewel Box,standard
15590,Women:swimwear,Willowmere,Poly Bag,L
15592,Children:newborn,Bramblewick,Poly Bag,newborn
15593,Children:infants,Bramblewick,Poly Bag,infant
15596,Children:infants,Bramblewick,Poly Bag,infant
15598,Children:infants,Bramblewick,Poly Bag,newborn
15659,Home:accent,Marrowgate,Box,large
15599,Books:business,Fernglade,Hardcover,pocket
15602,Jewelry:mens watch,Auravelle,Pouch,statement
15604,Home:tables,Marrowgate,Set,large
15605,Children:newborn,Bramblewick,Gift Box,toddler
15608,Music:pop,Lonewave,Jewel Case,single
15610,Children:toddlers,Pippet,Gift Box,toddler
15611,Jewelry:custom,Auravelle,Jewel Box,standard
15614,Men:pants,Ironclad,Poly Bag,M
15616,Books:romance,Bellwood,Paperback,standard
15617,Music:pop,Cinderpath,Digipak,deluxe
15620,Women:fragrances,Willowmere,Garment,S
15622,Music:classical,Lonewave,Jewel Case,deluxe
15623,Music:classical,Cinderpath,Jewel Case,standard
15626,Jewelry:costume,Auravelle,Pouch,petite
15628,Books:parenting,Bellwood,Hardcover,large-print
15629,Home:accent,Marrowgate,Set,small
15632,Shoes:kids,Farrow,Shoe Box,medium
15634,Home:bathroom,Thistlecroft,Box,small
15635,Shoes:womens,Farrow,Shoe Box,medium
15638,Shoes:kids,Stridewell,Dust Bag,small
15640,Electronics:monitors,Voltaic,Blister,compact
15641,Children:toddlers,Bramblewick,Gift Box,toddler
15644,Children:newborn,Bramblewick,Gift Box,infant
15646,Books:computers,Bellwood,Paperback,large-print
15647,Men:shirts,Ironclad,Poly Bag,S
15650,Music:country,Cinderpath,Jewel Case,deluxe
15652,Music:rock,Cinderpath,Digipak,single
15653,Books:sports,Fernglade,Paperback,standard
15656,Children:school-uniforms,Bramblewick,Poly Bag,infant
15658,Jewelry:loose stones,Sablewynn,Jewel Box,statement
15662,Home:tables,Thistlecroft,Set,large
15664,Women:dresses,Ashgrove,Garment,S
15665,Music:country,Lonewave,Digipak,deluxe
15668,Home:lighting,Marrowgate,Box,small
15670,Books:history,Bellwood,Hardcover,large-print
15671,Home:furniture,Thistlecroft,Roll,large
15674,Jewelry:costume,Sablewynn,Jewel Box,statement
15676,Shoes:athletic,Stridewell,Dust Bag,medium
15677,Jewelry:womens watch,Sablewynn,Jewel Box,statement
15680,Jewelry:pendants,Sablewynn,Jewel Box,petite
15682,Books:fiction,Bellwood,Paperback,large-print
15683,Women:maternity,Willowmere,Garment,XS
15686,Home:rugs,Marrowgate,Box,large
15688,Music:classical,Cinderpath,Jewel Case,single
15778,Books:science,Bellwood,Paperback,standard
15689,Children:infants,Bramblewick,Poly Bag,newborn
15692,Children:toddlers,Bramblewick,Poly Bag,infant
15694,Sports:guns,Summitline,Box,medium
15695,Books:arts,Fernglade,Paperback,pocket
15698,Home:bedding,Marrowgate,Roll,small
15700,Sports:athletic shoes,Summitline,Box,medium
15701,Books:parenting,Fernglade,Hardcover,pocket
15704,Sports:optics,Summitline,Bag,large
15706,Jewelry:birdal,Auravelle,Pouch,standard
15707,Women:maternity,Willowmere,Garment,M
15710,Books:parenting,Bellwood,Paperback,pocket
15712,Shoes:kids,Farrow,Shoe Box,large
15713,Books:travel,Fernglade,Hardcover,pocket
15716,Women:fragrances,Willowmere,Poly Bag,L
15718,Music:country,Lonewave,Jewel Case,deluxe
15719,Home:curtains/drapes,Marrowgate,Box,small
15722,Books:fiction,Fernglade,Paperback,standard
15724,Women:dresses,Willowmere,Garment,XS
15725,Electronics:karoke,Voltaic,Blister,standard
15728,Music:classical,Lonewave,Jewel Case,standard
15730,Sports:optics,Summitline,Bag,large
15760,Books:cooking,Bellwood,Hardcover,large-print
15731,Shoes:mens,Farrow,Shoe Box,medium
15734,Women:maternity,Willowmere,Garment,XS
15736,Men:accessories,Rowantree,Poly Bag,XL
15737,Children:toddlers,Bramblewick,Poly Bag,infant
15740,Music:classical,Cinderpath,Jewel Case,deluxe
15742,Children:toddlers,Bramblewick,Gift Box,newborn
15743,Electronics:memory,Kentaur,Case,pro
15746,Jewelry:birdal,Sablewynn,Jewel Box,petite
15748,Home:curtains/drapes,Marrowgate,Roll,medium
15749,Men:shirts,Rowantree,Poly Bag,XL
15752,Books:business,Bellwood,Hardcover,pocket
15754,Sports:outdoor,Summitline,Box,medium
15755,Books:parenting,Fernglade,Paperback,large-print
15758,Jewelry:rings,Auravelle,Jewel Box,statement
15761,Children:newborn,Bramblewick,Poly Bag,infant
15764,Books:history,Bellwood,Hardcover,pocket
15766,Jewelry:consignment,Auravelle,Pouch,standard
15767,Children:school-uniforms,Bramblewick,Gift Box,newborn
15770,Children:newborn,Bramblewick,Gift Box,infant
15772,Jewelry:loose stones,Auravelle,Pouch,standard
15773,Women:swimwear,Willowmere,Garment,L
15776,Men:sports-apparel,Ironclad,Garment,L
15779,Jewelry:womens watch,Auravelle,Pouch,statement
15782,Men:accessories,Rowantree,Garment,S
15784,Men:accessories,Ironclad,Garment,XL
15785,Women:fragrances,Willowmere,Garment,XS
15788,Books:business,Bellwood,Paperback,pocket
15790,Jewelry:earings,Sablewynn,Pouch,petite
15791,Books:reference,Bellwood,Hardcover,pocket
15794,Children:school-uniforms,Pippet,Poly Bag,newborn
15796,Home:glassware,Marrowgate,Roll,large
15797,Electronics:dvd/vcr players,Voltaic,Case,compact
15800,Shoes:kids,Stridewell,Dust Bag,medium
15802,Women:maternity,Willowmere,Poly Bag,S
15803,Men:accessories,Ironclad,Poly Bag,L
15806,Sports:golf,Summitline,Box,small
15808,Music:pop,Lonewave,Digipak,single
15812,Women:fragrances,Willowmere,Garment,XS
15814,Children:newborn,Pippet,Poly Bag,toddler
15815,Women:dresses,Ashgrove,Garment,L
15818,Sports:hockey,Redridge,Bag,medium
15820,Home:rugs,Marrowgate,Box,small
15821,Home:curtains/drapes,Thistlecroft,Roll,medium
15824,Women:fragrances,Willowmere,Garment,L
15826,Women:fragrances,Willowmere,Poly Bag,S
15827,Home:rugs,Thistlecroft,Set,medium
15830,Jewelry:consignment,Sablewynn,Pouch,petite
15832,Shoes:kids,Stridewell,Shoe Box,medium
15833,Music:classical,Lonewave,Jewel Case,standard
15836,Books:parenting,Bellwood,Hardcover,pocket
15838,Children:infants,Bramblewick,Poly Bag,toddler
15964,Sports:football,Summitline,Case,large
15839,Books:cooking,Bellwood,Paperback,standard
15842,Shoes:mens,Stridewell,Dust Bag,medium
15844,Shoes:mens,Stridewell,Shoe Box,medium
15845,Music:classical,Cinderpath,Jewel Case,deluxe
15848,Books:history,Bellwood,Hardcover,pocket
15851,Shoes:mens,Farrow,Shoe Box,large
15854,Sports:pools,Redridge,Case,medium
15856,Electronics:memory,Kentaur,Blister,pro
15857,Music:classical,Cinderpath,Jewel Case,deluxe
15860,Books:self-help,Bellwood,Paperback,standard
15862,Shoes:kids,Stridewell,Shoe Box,small
15863,Music:pop,Lonewave,Jewel Case,deluxe
15866,Books:home repair,Bellwood,Paperback,pocket
15868,Sports:guns,Summitline,Case,small
15869,Men:shirts,Ironclad,Poly Bag,XL
15872,Shoes:athletic,Stridewell,Shoe Box,medium
15874,Electronics:scanners,Kentaur,Box,compact
15875,Music:country,Lonewave,Jewel Case,standard
15884,Children:infants,Pippet,Gift Box,toddler
15886,Women:maternity,Ashgrove,Garment,L
15887,Sports:basketball,Summitline,Bag,large
15890,Home:blinds/shades,Marrowgate,Box,medium
15892,Electronics:stereo,Voltaic,Box,pro
15893,Shoes:mens,Stridewell,Dust Bag,medium
15896,Jewelry:rings,Sablewynn,Pouch,statement
15898,Children:newborn,Pippet,Poly Bag,infant
15899,Electronics:musical,Voltaic,Blister,compact
15902,Shoes:athletic,Stridewell,Dust Bag,medium
15904,Home:paint,Thistlecroft,Set,small
15905,Jewelry:diamonds,Auravelle,Jewel Box,petite
15908,Home:flatware,Thistlecroft,Box,large
15910,Children:infants,Pippet,Gift Box,newborn
15911,Men:shirts,Ironclad,Garment,S
15914,Shoes:mens,Stridewell,Dust Bag,medium
15916,Jewelry:bracelets,Sablewynn,Jewel Box,petite
15917,Music:country,Cinderpath,Jewel Case,standard
15920,Electronics:wireless,Voltaic,Case,compact
15922,Children:toddlers,Bramblewick,Poly Bag,infant
15923,Children:newborn,Pippet,Gift Box,newborn
15926,Music:pop,Lonewave,Digipak,standard
15928,Books:entertainments,Fernglade,Hardcover,large-print
15929,Music:rock,Cinderpath,Digipak,deluxe
15932,Men:accessories,Ironclad,Poly Bag,S
15934,Sports:hockey,Summitline,Box,large
15935,Home:flatware,Marrowgate,Roll,large
15938,Sports:camping,Summitline,Case,medium
15940,Books:sports,Fernglade,Paperback,pocket
15941,Home:bathroom,Thistlecroft,Set,small
15944,Books:history,Fernglade,Hardcover,standard
15946,Music:classical,Lonewave,Jewel Case,single
15947,Children:toddlers,Pippet,Poly Bag,newborn
15950,Children:toddlers,Bramblewick,Gift Box,toddler
15952,Men:pants,Rowantree,Poly Bag,S
15953,Children:toddlers,Bramblewick,Poly Bag,newborn
15956,Women:dresses,Ashgrove,Garment,S
15958,Jewelry:consignment,Sablewynn,Jewel Box,standard
15959,Music:rock,Cinderpath,Jewel Case,single
15962,Sports:fishing,Summitline,Box,small
15965,Children:newborn,Pippet,Poly Bag,toddler
15968,Home:bathroom,Marrowgate,Roll,medium
15970,Home:flatware,Marrowgate,Roll,large
15971,Shoes:athletic,Stridewell,Dust Bag,medium
15974,Men:sports-apparel,Ironclad,Poly Bag,S
15976,Shoes:kids,Stridewell,Shoe Box,large
15977,Shoes:kids,Stridewell,Dust Bag,medium
15980,Books:romance,Fernglade,Paperback,pocket
15982,Books:mystery,Bellwood,Hardcover,standard
15983,Music:country,Lonewave,Digipak,standard
15986,Books:self-help,Bellwood,Paperback,large-print
15988,Jewelry:loose stones,Auravelle,Pouch,standard
15989,Sports:guns,Redridge,Bag,large
15992,Shoes:kids,Stridewell,Shoe Box,medium
15994,Shoes:womens,Farrow,Dust Bag,small
16055,Books:fiction,Bellwood,Hardcover,large-print
15995,Sports:fishing,Summitline,Bag,medium
15998,Men:sports-apparel,Ironclad,Poly Bag,M
16000,Children:school-uniforms,Pippet,Poly Bag,toddler
16001,Children:toddlers,Bramblewick,Gift Box,newborn
16004,Home:flatware,Thistlecroft,Set,large
16006,Music:rock,Lonewave,Digipak,single
16007,Women:dresses,Ashgrove,Poly Bag,S
16010,Men:accessories,Ironclad,Poly Bag,L
16012,Jewelry:gold,Auravelle,Pouch,standard
16013,Men:shirts,Rowantree,Poly Bag,XL
16016,Music:rock,Lonewave,Digipak,standard
16018,Jewelry:estate,Auravelle,Jewel Box,statement
16019,Music:rock,Cinderpath,Jewel Case,standard
16022,Music:country,Lonewave,Digipak,single
16024,Women:dresses,Willowmere,Poly Bag,M
16025,Home:flatware,Marrowgate,Roll,small
16028,Men:pants,Rowantree,Garment,S
16030,Women:fragrances,Willowmere,Garment,XS
16031,Music:pop,Lonewave,Jewel Case,single
16034,Electronics:portable,Voltaic,Case,standard
16036,Home:accent,Marrowgate,Roll,medium
16037,Children:newborn,Bramblewick,Gift Box,toddler
16040,Books:home repair,Fernglade,Paperback,pocket
16042,Children:newborn,Pippet,Gift Box,toddler
16043,Children:newborn,Bramblewick,Gift Box,newborn
16046,Shoes:kids,Farrow,Shoe Box,small
16048,Men:sports-apparel,Ironclad,Garment,L
16049,Home:glassware,Marrowgate,Set,large
16052,Home:blinds/shades,Marrowgate,Box,large
16054,Shoes:womens,Stridewell,Shoe Box,large
16058,Books:romance,Bellwood,Paperback,pocket
16060,Music:classical,Lonewave,Jewel Case,deluxe
16061,Men:pants,Rowantree,Garment,L
16064,Jewelry:consignment,Sablewynn,Jewel Box,standard
16066,Electronics:disk drives,Voltaic,Case,standard
16067,Jewelry:estate,Auravelle,Pouch,standard
16070,Women:fragrances,Ashgrove,Poly Bag,S
16072,Children:school-uniforms,Bramblewick,Poly Bag,toddler
16073,Men:sports-apparel,Ironclad,Poly Bag,S
16076,Music:pop,Lonewave,Digipak,single
16078,Shoes:kids,Farrow,Dust Bag,medium
16079,Children:infants,Pippet,Poly Bag,infant
16082,Women:swimwear,Willowmere,Garment,S
16084,Women:dresses,Willowmere,Poly Bag,M
16085,Women:swimwear,Willowmere,Garment,XS
16088,Electronics:dvd/vcr players,Voltaic,Blister,standard
16090,Music:classical,Lonewave,Digipak,deluxe
16091,Electronics:personal,Voltaic,Case,standard
16094,Children:toddlers,Pippet,Gift Box,infant
16096,Home:flatware,Marrowgate,Box,large
16097,Children:infants,Bramblewick,Gift Box,newborn
16100,Men:sports-apparel,Rowantree,Poly Bag,M
16102,Shoes:athletic,Farrow,Shoe Box,small
16103,Books:computers,Bellwood,Hardcover,standard
16106,Women:maternity,Willowmere,Poly Bag,M
16108,Home:accent,Marrowgate,Roll,large
16109,Shoes:womens,Farrow,Dust Bag,large
16112,Electronics:camcorders,Voltaic,Box,pro
16114,Books:business,Fernglade,Paperback,pocket
16115,Children:toddlers,Bramblewick,Gift Box,newborn
16118,Men:shirts,Ironclad,Garment,XL
16120,Women:fragrances,Willowmere,Poly Bag,L
16270,Women:dresses,Willowmere,Garment,S
16121,Children:infants,Bramblewick,Poly Bag,infant
16124,Men:pants,Ironclad,Garment,S
16126,Shoes:mens,Farrow,Dust Bag,medium
16127,Children:toddlers,Bramblewick,Poly Bag,toddler
16130,Home:bathroom,Marrowgate,Roll,medium
16132,Books:entertainments,Fernglade,Paperback,large-print
16133,Jewelry:pendants,Auravelle,Jewel Box,petite
16136,Men:accessories,Ironclad,Garment,L
16138,Home:accent,Marrowgate,Box,large
16139,Jewelry:jewelry boxes,Auravelle,Pouch,petite
16142,Sports:pools,Summitline,Bag,large
16148,Shoes:athletic,Stridewell,Shoe Box,medium
16150,Music:rock,Cinderpath,Digipak,single
16151,Women:fragrances,Willowmere,Garment,S
16154,Home:kids,Marrowgate,Roll,large
16156,Books:history,Fernglade,Hardcover,standard
16157,Sports:optics,Summitline,Bag,large
16160,Women:dresses,Willowmere,Poly Bag,M
16162,Home:wallpaper,Marrowgate,Box,large
16163,Music:rock,Lonewave,Jewel Case,standard
16166,Sports:baseball,Summitline,Bag,small
16168,Electronics:monitors,Voltaic,Case,pro
16169,Books:history,Fernglade,Hardcover,pocket
16172,Men:pants,Ironclad,Poly Bag,S
16174,Children:infants,Bramblewick,Poly Bag,toddler
16175,Electronics:scanners,Voltaic,Blister,pro
16178,Electronics:disk drives,Kentaur,Box,pro
16180,Women:maternity,Ashgrove,Garment,XS
16181,Electronics:monitors,Voltaic,Case,compact
16184,Books:romance,Fernglade,Hardcover,large-print
16186,Shoes:kids,Stridewell,Shoe Box,large
16187,Women:dresses,Ashgrove,Poly Bag,S
16190,Home:mattresses,Thistlecroft,Box,medium
16192,Shoes:mens,Stridewell,Shoe Box,large
16193,Music:classical,Lonewave,Jewel Case,deluxe
16196,Men:accessories,Ironclad,Garment,L
16198,Books:fiction,Bellwood,Paperback,large-print
16199,Home:lighting,Marrowgate,Roll,large
16202,Men:sports-apparel,Ironclad,Garment,M
16204,Children:toddlers,Bramblewick,Gift Box,newborn
16205,Children:school-uniforms,Pippet,Poly Bag,newborn
16208,Children:school-uniforms,Bramblewick,Gift Box,newborn
16210,Men:shirts,Ironclad,Poly Bag,XL
16211,Electronics:audio,Kentaur,Case,compact
16214,Women:swimwear,Willowmere,Poly Bag,XS
16216,Women:dresses,Ashgrove,Garment,S
16217,Sports:camping,Redridge,Case,medium
16220,Women:maternity,Ashgrove,Garment,S
16222,Jewelry:pendants,Auravelle,Jewel Box,standard
16223,Women:swimwear,Willowmere,Poly Bag,XS
16226,Shoes:athletic,Farrow,Shoe Box,large
16228,Children:infants,Pippet,Poly Bag,newborn
16229,Shoes:kids,Stridewell,Dust Bag,medium
16232,Sports:sailing,Summitline,Box,large
16268,Shoes:mens,Stridewell,Shoe Box,large
16234,Electronics:personal,Voltaic,Case,standard
16235,Jewelry:consignment,Auravelle,Jewel Box,standard
16906,Electronics:musical,Voltaic,Case,compact
16238,Men:shirts,Ironclad,Garment,M
16240,Books:cooking,Bellwood,Hardcover,pocket
16241,Home:tables,Marrowgate,Set,small
16244,Men:sports-apparel,Ironclad,Garment,M
16246,Men:shirts,Ironclad,Poly Bag,L
16247,Jewelry:jewelry boxes,Auravelle,Jewel Box,statement
16250,Sports:fishing,Summitline,Bag,large
16253,Music:classical,Cinderpath,Digipak,standard
16256,Men:sports-apparel,Ironclad,Garment,S
16258,Men:sports-apparel,Ironclad,Poly Bag,XL
16259,Electronics:audio,Voltaic,Box,standard
16262,Women:swimwear,Willowmere,Garment,XS
16271,Home:lighting,Marrowgate,Set,large
16274,Electronics:cameras,Kentaur,Box,pro
16276,Books:fiction,Bellwood,Paperback,large-print
16277,Sports:basketball,Summitline,Bag,small
16280,Jewelry:rings,Auravelle,Jewel Box,standard
16282,Books:science,Bellwood,Paperback,large-print
16283,Music:rock,Lonewave,Jewel Case,deluxe
16286,Shoes:athletic,Farrow,Shoe Box,large
16288,Shoes:athletic,Stridewell,Dust Bag,medium
16289,Men:sports-apparel,Ironclad,Garment,M
16292,Men:pants,Ironclad,Poly Bag,L
16294,Shoes:athletic,Stridewell,Dust Bag,large
16295,Jewelry:semi-precious,Auravelle,Pouch,petite
16298,Sports:athletic shoes,Summitline,Bag,small
16300,Sports:guns,Redridge,Bag,large
16301,Men:shirts,Ironclad,Garment,S
16304,Electronics:memory,Voltaic,Box,pro
16306,Children:newborn,Pippet,Poly Bag,newborn
16307,Music:country,Lonewave,Jewel Case,single
16310,Children:infants,Bramblewick,Gift Box,newborn
16312,Shoes:womens,Stridewell,Dust Bag,medium
16313,Sports:athletic shoes,Redridge,Case,small
16316,Jewelry:loose stones,Auravelle,Pouch,petite
16318,Shoes:mens,Farrow,Dust Bag,medium
16319,Home:accent,Marrowgate,Roll,small
16322,Electronics:memory,Voltaic,Box,pro
16324,Jewelry:bracelets,Auravelle,Pouch,standard
16325,Electronics:audio,Kentaur,Blister,pro
16328,Children:toddlers,Pippet,Gift Box,newborn
16330,Electronics:cameras,Voltaic,Blister,pro
16331,Women:fragrances,Willowmere,Poly Bag,M
